Rb1cc1
Pmp22
Sco1
Dhrs7c
Per1
Zbtb4
1810027O10Rik
Ctdnep1
Gabarap
Mgl2
Clec10a
Eno3
Kif1c
Xaf1
Camkk1
P2rx5
Rilp
Slc43a2
Coro6
Proca1
2610507B11Rik
Vtn
Adap2
Rhot1
Rhbdl3
Ccl7
Ccl12
Slfn5
Slfn2
Rasl10b
Vezf1
Cuedc1
Mrps23
Tmem100
Ankrd40
Cdc34-ps
Spop
Phb
Phospho1,Zfp652
Mrpl45
Atp5l2
Tcap
Eif1
Ifi35
Tmem106a
Rdm1
Arl4d
Cd300lg
G6pc3
Higd1b
Fmnl1
Mapt
Ace
Taco1
Psmd12
Kcnj2
Mrps7
Afmid,RP23-268N22.1,Syngr2
Gaa
1810043H04Rik
Mrpl12
Uts2r
Foxk2,Narf
Inpp5j
Osbp2
4921536K21Rik
Slc35e4
Mtfp1
Uqcr10
Nf2
Kremen1
Mrps24,Urgcp
Pgam2
Gck
Camk2b
Nudcd3
Tmed4
Plek
Cep68
Ugp2
Mdh1
Ccdc85a
Prorsd1
Acyp2
Chac2
Stc2
Bod1
Gm12138
Ccng1
Adra1b
Cyfip2
Sgcd
Irgm1
Gm12185,Tgtp1
9930111J21Rik2
Sqstm1
Phf15
Ube2b
Uqcrq
Slc22a5
Slc22a4
Pdlim4
Lyrm7
Gm12231
Slc36a2
Zfp672
Gm12251
2210407C18Rik
Rnf187
Obscn
A230051G13Rik
Guk1
Rasd1
Tom1l2
Gm16516
Slc47a1
Ulk2
Zswim7
Cox10
Arhgef15
Rangrf
Pfas
Cd68
BC096441,Tnfsf13
Slc2a4
Acadvl
Slc25a11
Camta2,Spag7
Inca1
Derl2
Cyb5d2
Tmem93
Aspa
Rap1gap2
Serpinf1
Fam101b
1110002N22Rik
5730455P16Rik
Ccl9
Ccl6
Dhrs11
Vmp1
Dynll2
Gm20390,Nme1,Nme2
Epn3
Sgca
Pdk2
Abi3
B4galnt2
Atp5g1
Nfe2l1
Nr1d1
Krt222
Gm10039
Stat5b
Stat3
Ezh1
Aarsd1
Dcakd
Cyb561
Scn4a
Tex2
Kpna2
Wipi1
Abca8b
Abca8a
Abca5
Cd300ld
Atp5h
Mif4gd
Mrpl38
Acox1
Ube2o
Cygb
Tha1
Socs3
Cyth1
Lgals3bp
1810049H13Rik
Pcyt2
Myadml2
Dcxr
Cbr2
Dnajc27
1110057K04Rik
Laptm4a
Ttc32
Osr1
Ntsr2
Rock2
Adi1
2010109K11Rik
Nampt
Atxn7l1
Snx13
Agmo
Immp2l
Pnpla8
Arhgap5
Akap6
Srp54a,Srp54b
Ctage5
Gm6395
Klhdc1
Atp5s
Tmx1
Ppm1a
Gphn
4933426M11Rik
Ptgr2
Isca2
Dlst
Fam164c
Jdp2
Esrrb
2310044G17Rik
Ahsa1
Adck1
Rpl30-ps8
9030617O03Rik
Ifi27l1
Serpina3h
Serpina3i
Serpina3n
Glrx5
Traf3
Tnfaip2
Zfyve21
Pld4
Crip2
Crip1
Ptprn2
Rab10
Ubxn2a
Rhob
Lpin1
Adam17
Cys1
Rsad2
Dld
Bcap29
Gpr22
Bzw2
Ifrd1
Dnajb9
Gm1818
Strn3
Heatr5a
Egln3
2700097O09Rik
Nfkbia
Ralgapa1
Fkbp3
Sos2
L2hgdh
Six4
Trmt5
D830013O20Rik
Spnb1
Vti1b
Entpd5
Aldh6a1
Rps6kl1
Pgf
Nek9
Ttc7b
Trip11
Lgmn
Asb2
Ddx24
Ifi27l2a,Ifi27l2b
Clmn
Setd3
Ccdc85c
Slc25a29
Gm3452
Ankrd9
2010107E04Rik
Ahnak2
Jag2
Ighm
Larp4b
B3galnt2
AK157302
Hist1h4h
Hist1h2bc
Hist1h1c
Dusp22
Serpinb6b
Fars2
Dsp
Gm6245
BC024659
Sirt5
Cd83
Mylip
Rnf144b
Ninj1
Ogn
Nol8
Tspan17
Txndc15
Dapk1
2010111I01Rik
1810034E14Rik
Zfp759
Zfp493
Slc12a7
Tppp
Erap1
Ell2
Mctp1
Homer1
Gfm2
Zfp366
Il6st
Mocs2
Hcn1
Gm7120
Ryr2
Mtr
Lgals8
1600012F09Rik
Vdac3-ps1
Gm11273
Hist1h2be
Hfe
Gmnn
Acot13
Mrs2
Prl8a1
Uqcrfs1
Mylk4
Serpinb1c
Gm11382
Serpinb6a
F13a1
Nedd9
Gfod1
Ccdc90a
Dtnbp1
Nhlrc1
Wnk2
1110007C09Rik
Gm15440
Sema4d
Auh
4833439L19Rik
Cltb
Agtpbp1
Isca1
4930486L24Rik
Fbp2
Cdc14b
Uqcrb
Ube2ql1
Ndufs6
Sdha
Lrrc14b
Cast
Ankrd32
Cox7c
Ckmt2
Rasgrf2
Cmya5
Iqgap2
Mccc2
Mrps36
Pik3r1
Apoo-ps
Zswim6
Ndufaf2
Gm15285
Ndufs4
Nnt
Abhd6
Ptprg
Gm5457
Ngly1
Thrb
Nkiras1
Nudt13
Chchd1
Adk
Ppif
Anxa11
Gm16241
Asb14
Wnt5a
Lrtm1
Selk
Itih4
Sema3g
Galntl2
Oxnad1
Ogdhl
Glud1
Mmrn2
Gm3386
Gm8113
Gm16439
Cgrrf1
Lgals3
Ktn1
Pnp
Ang,Rnase4
Dhrs4
Dcaf11
Fitm1
Psme1
Irf9,Rnf31
Cab39l
C1qtnf9
Mipep
Ctsb
Scara5
Clu
Chrna2
Stmn4
Adra1a
Kctd9
Entpd4
Phyhip
Hr
Nudt18
Sucla2
Tsc22d1
1300010F03Rik
Mtrf1
Uchl3
Cln5
Dnajc3
Mbnl2
Tm9sf2
Clybl
Pcca
Itgbl1
Pdhb
Fam107a
Lrrc3b
Oxsm
Nr1d2
Mrps16
Anxa7
Dph3
Timm23
3425401B19Rik
Gm15512
Sncg
Ldb3
Gcap14
Ghitm
Gm7236
Gm6055
Klhl33
A930018M24Rik
Ndrg2
Psme2
Adcy4
Sdr39u1
D14Ertd668e
Cdadc1
Atp8a2
Sgcg
Kpna3
6330409N04Rik
Msra
Ephx2
Dock5
Ppp3cc
Slc39a14
Itm2b
Dnajc15
1190002H23Rik
Gm10110
Klf12
Tbc1d4
Dct
Abcc4
Dock9
Sepp1
Oxct1
Fyb
Agxt2,Prlr
Amacr
Myo10
Ank
Cmbl
Pgcp
Ttc35
Deptor
Wdyhv1
Rnf139
Ndufb9
Trib1
Efr3a
4930572J05Rik
Ly6e
Gpihbp1
Cyc1
Hsf1
Gpt
Mpst
Cyth4
Gcat
Maff
Syngr1
Mgat3
Tef
Aco2
Csdc2
Pnpla3
Samm50
Parvb
Fbln1
Ppara
Ttc38
Fam19a5
Pim3
Ppp6r2
Pdzrn4
Tmem117
Slc48a1
Pfkm
Tmbim6
Gpd1
2310016M24Rik
Mettl7a1
Acvrl1
Nr4a1
6030408B16Rik
Tenc1
Igfbp6
Ghr
C7
Gm10250
Osmr
Dnajc21
Ankrd33b
Hrsp12
Cox6c
Rrm2b
Ubr5
Abra
Angpt1
Sybu
Enpp2
Mrpl13
Fbxo32
Tmem65
Ndrg1
St3gal1
Trappc9
Gm3244
Lynx1
Ly6i
Ly6a
Ly6c1
Naprt1
Eef1d
C030006K11Rik,Lrrc24
Mb
Txn2
Tst
Sstr3
Sun2
Cbx7
Tob2
Pmm1
Ndufa6
Cyp2d22
Nfam1
A4galt
Pacsin2
Ttll1
5031439G07Rik
Pkdrej
Mapk12
Kif21a
Abcd2
Zcrb1
Asb8
Rnd1
Prkag1
Slc11a2
Rarg
Dnaja3,Vasn
Rbfox1
1810013L24Rik
Clec16a
3110001I22Rik,Bfar
Abcc1
Cebpd
P2rx6
Rtn4r
2510002D24Rik
Eif4g1
Fam131a
Chrd
Gm4943
Eif4a2
Rtp4
Trp63
Hrasls
Opa1
4632428C04Rik
Bdh1
Dlg1
2310010M20Rik
Pcyt1a
Tfrc
Kpna1
Polq
Cd80
Zbtb20
Ccdc80
Gm7204
Retnla
Cd47
Abi3bp
Cpox
Gbe1
2810055G20Rik
Jam2
Sod1
Ifnar2,Il10rb,RP23-190G10.4
Ifngr2
Fam165b
Cbr3
Mx2
Adcy9
Ppl
AU021092
Tmem186
Dexi
Myh11
0610037P05Rik
Ube2v2
Dnm1l
Fgd4
Prodh
D16H22S680E
Comt
Ehhadh
Masp1
Bcl6
Cpn2
Lrrc15
Apod
0610012G03Rik
Parp14
Slc15a2
Fbxo40
Ndufb4
Pla1a
2610528E23Rik
Col8a1
4930453N24Rik
Mrpl39
Atp5j
Tmem50b
Dnajc28
Rcan1
Zdhhc14
Synj2
Brp44l
Park2
Park2
Mrgprh
Sod2
Smoc2
Zfp51
Eci1
Pgp
Rpl3l
Sepx1
Mrps34,Nme3
BC003965
Lmf1
Tmem8
Mrpl28
A930001N09Rik
Phf1
Anks1
Ppard
Mapk14
Cdkn1a
BC004004
Pi16
Ndufv3
Myo1f
Ndufa7
Cd320
Tapbp,Zbtb22
Tap1
Psmb8
Tap2
H2-Ab1
H2-Eb1
Tnxb
Tnxa
D17H6S56E-3
H2-D1
H2-Q1
H2-Q4
H2-Q6
H2-Q7
H2-Q10
Gm20419
Ier3
Flot1
Znrd1as
H2-M3
Mut
Gpr116
Rcan2
Enpp5
Clic5
Mrpl14
Mrps18a
Kif6
Kat2b
Fem1a
Ndufa11
Clpp
Alkbh7
Trip10
Emr1
Myom1
Fam179a
Clip4
Crim1
Vit
Fam82a1
Galm
Pkdcc
Ppm1b
Epas1
Gm5499
Ttc7
5730437N04Rik
Rsph3b
Slc22a3
Lnpep
Has1
Paqr4
Flywch1
Slc9a3r2
Ndufb10
Fahd1
Tmem204
RP23-356J2.13,Rhbdl1,Rhot2,Wdr90
Itfg3
Dusp1
2900010M23Rik
Ip6k3
D17Wsu92e
Fkbp5
Ppil1
Glo1
Sik1
Ephx3
H2-K1
H2-Ke6,Slc39a7
Psmb9
H2-Aa
C2,Cfb,Gm20547
Hspa1b
Hspa1a
Ng23
2310061I04Rik
H2-T24
H2-T23
Ppp1r11
Gm7335
Enpp4
Tmem63b
Mad2l1bp
Ubr2
Mrps36-ps1
Stap2
Plin4
Plin5
Lrg1
Sema6b
Dpp9
Plin3
2410015M20Rik
Lonp1
Nrtn
Dennd1c
C3
Gpr108
Nudt12
Twsg1
Ndufv2
Rab12
Xdh
Memo1
Fez2
Cyp1b1
Atl2
Mcfd2
Impact
Dtna
Galnt1
Mocos
Lims2
Paip2
Pura
0610010O12Rik
Slc35a4
0610009O20Rik
Sh3rf2
Myot
4833403I15Rik
Dmxl1
Tnfaip8
F830016B08Rik
Iigp1
Cd74
Csf1r
Wdr7
Cidea
Myo5b
Acaa2
Dym
Hdhd2,Ier3ip1
Atp5a1
Pstpip2
Cyb5
Arhgap12
Kif5b
Abhd3
Dsc2
Rprd1a
Gm7936
Gpr17
Reep5
Gfra3
Etf1
Hspa9
Gm1614
Hbegf
Apbb3,Sra1
Cd14
Ndufa2
Nr3c1
Gm9781
C330018D20Rik
Synpo
Slc26a2
Arhgef37
Grpel2
Adrb2
Amd-ps3
Fech
Alpk2
Lman1
Ccbe1
Afg3l2
4933403F05Rik
1700034H14Rik
Mrpl21
Unc93b1
Acy3
Doc2g,Nudt8
Cdk2ap2
Pcx
Ctsf
B3gnt1
Yif1a
Gal3st3
Batf2
Ehd1
Pygm
Macrod1
Pla2g16
Gm16437
Lrrn4cl
B3gat3
Fth1
Syt7
Prpf19
Ms4a6c
Ms4a6b
Ms4a4d
Mrpl16
Prune2
Rfk
2410127L17Rik
Aldh1a1
Gm5514
Klf9
E030010A14Rik
Gm10053
Dock8
Kank1
Vldlr
Cdc37l1
Cd274
Il33
Papss2
Pten
Fas
Ifit3
I830012O16Rik
Ifit1
Pcgf5
Exoc6
Lgi1
Hif1an
Peo1
Nfkb2
Gsto1
Lrp5
Ndufs8
Ndufv1
Gstp1
Gstp2
Tbc1d10c
Adrbk1
Syt12
Rab1b
Klc2
Drap1
Ovol1
Neat1
Capn1
Ppp2r5b
Rps6ka4
Prdx5
Gpr137
Vegfb
Dnajc4
Stip1
Slc3a2
AI462493
Rom1
Asrgl1
Dagla
Sdhaf2
Tmem109
AW112010
Ms4a6d
Stx3
Cntf,Zfp91
Vps13a
Gda
Pip5k1b
Pgm5
Ak3
Atad1
Ankrd1
Ppp1r3c
Cpeb3
Sorbs1
Blnk
Tll2
Rrp12
Got1
Scd1
Gm20538,Ndufb8,Sec31b
Kcnip2
Usmg5
Gpam
Nrap
Ablim1
Gfra1
4930506M07Rik
Prdx3
Cdnf
Phyh
Upf2
Prkcq
Il15ra
Mrc1
Cacnb2
Plxdc2
Bmi1
Msrb2
Otud1
Apbb1ip
Entpd2,Npdc1
Abca2
Edf1
5930434B04Rik
Adamtsl2
Dbh
Rxra
Rapgef1
Endog
Lrrc8a,Nup188,Phyhd1
Hmcn2
Ass1
Ppapdc3
Ptges2
St6galnac4,St6galnac6
Ak1,Eng
Hspa5
Gsn
Gm13443
Arpc5l
Arhgap15
Gm13479
Tnfaip6
Kcnj3
Xirp2
Phospho2
Ubr3
Itga6
Rapgef4
B230120H23Rik
Ak3l2-ps
Scrn3
Osbpl6
Ssfa2
Slc43a3
Mtch2
Pacsin3
4631405J19Rik
Apip
Fbxo3
Cd59a
Immp1l
Gm13910
Bdnf
2900064A13Rik
Aven
Ivd
Gchfr
Chac1
1500003O03Rik
1700020I14Rik
Snap23
B2m
Sord
Slc28a2
Gm14085
Pldn
Sqrdl
Ttl
Gm14026
Mavs
Prnd,Prnp
1110034G24Rik
2310003L22Rik
Gm561
4930529M08Rik
Plk1s1
Sstr4
Gzf1
Pygb
Gm14148
5430405G05Rik
Srxn1
Id1
Map1lc3a
Trp53inp2
Acss2
Pkig
Wisp2
Dbndd2,Gm20458,Sys1
Arfgef2
Cebpb
Gm14261
Rbm38
Rab22a
Npepl1
Edn3
Gm14387
Gm4723
Gm6710
Gm2026
Gm14305,Gm14306
Gm14401
Gm14420
Gm14403
Gm14324
Gm14327
Gtpbp5
Osbpl2
2310003C23Rik
Meig1
Optn
Echdc3
Atp5c1
Gm13340
Hnmt
Gm13416
Mrpl41
Tubb4b
Ptgds
B230208H17Rik
Camsap1
Nacc2
C330006A16Rik
Qsox2
Agpat2
Ntng2
D2Wsu81e
Crat
Lcn2
Stom
Ndufa8
Gm13453
Mmadhc
Cd302
Itgb6
Ifih1
Grb14
Cobll1
Scn7a
Slc25a12
Gpr155
Atp5g3
Mrpl23-ps1
Ttc30b
Ttn
Zfp385b
Tmx2
Serping1
Ptprj
Ndufs3
Nr1h3
Gm17281
Atg13
Cry2
B230118H07Rik,Rag1
Pdhx
Cat
BB218582
Fibin
Actc1
Zfp770
A430105I19Rik
Fam82a2
Ndufaf1
Pla2g4e
Zfp106
Ppip5k1
Frmd5
Duoxa1
Fahd2a
Mal
1500011K16Rik
Zc3h8
Idh3b
Ddrgk1
Gfra4
Siglec1
Cenpb,Spef1
Gpcpd1
Mkks
Kif16b
Ralgapa2
Thbd
Cst3
Zfp345
2310001A20Rik
Acss1
Abhd12
Trib3
Bcl2l1
Pdrg1
Cdk5rap1
Snta1
BC029722
Uqcc
D630003M21Rik
Gm826
Mafb
Jph2
Fitm2
Pltp
Gm11469
Gm14267
Znfx1
Gm14290
Kcnb1
Atp9a
Atp5e
Gm14399
Gm14443
Gm4631
Gm8898
Gm14435
Gm14421
Gm14411
Gm14400
Gm14418
Gm14326
Gm17513
Zfp931
Eef1a2
BC006779
Pkia
Stmn2
Chmp4c
Car3
Mtfr1
Cp
Nceh1
Tnfsf10
Gpr160
Mfn1
Ndufb5
Usp13
Intu
Hspa4l
3110057O12Rik
Larp1b
D3Ertd751e
Rnf13
2810407C02Rik
4930593A02Rik
Mbnl1
P2ry1
Mme
Tiparp
Gfm1
Schip1
Ppm1l
Serpini1
Fbxw7
Gm9790
Lrba
Hdgf
Smg5
Ubqln4
5830417I10Rik
Gm15417
Jtb
Slc39a1
Dennd4b
S100a4
S100a6
Them4
Selenbp2
Selenbp1
Tmod4
Ctss
Ensa
RP24-201C14.5
Hfe2
Ankrd35
Fmo5
Prkab2
Ngf
Csde1,Nras
Slc16a1
Kcnd3
6530418L21Rik
Dram2
Amigo1
Clcc1
Dbt
Dpyd
F3
Pla2g12a
Ppa2
Ube2d3
Lamtor3
Adh1
Eif4e
Gbp5
Gbp7
Gbp3
Gbp2
Ccbl2
Ttll7
Eltd1
Mrps28
Pde7a
Gm6505
Mccc1
Mfsd8
Ndufc1
Cog6
Pfn2
Siah2
E130311K13Rik
Kpna4
Etfdh
Tmem144
Lrat
Tlr2
Fam160a1
Fcrls
Sema4a
Lmna
Rusc1
Zbtb7b
Flad1,Lenep
Il6ra
S100a1
Tnfaip8l2
Adamtsl4
Ecm1
Tars2
Mrps21
Gm129
Car14
Hist2h3c2
Pde4dip
Fam46c
Gm10355
Atp1a1
Atg4a-ps
BC027582,Olfml3
Rap1a
Atp5f1
Cd53
Csf1
Gstm7
Gstm2
Gstm1
Cyb561d1
Palmd
Abcd3
Myoz2
Synpo2
Ank2
Gm2078,Mir1895
Cisd2
Pdlim5
Sh3glb1
Cyr61
4930503B20Rik,Samd13
Ifi44
Ptgfr
Dnajb4
Nexn
Acadm
Cth
Chchd7
Gm12919
Coq3
Ndufaf4
Gabrr2
Gm12350
Dnajb5
Tmem8b
5430416O09Rik
Nr4a3
Murc
Gm12439
Fsd1l
Fktn
Tmem38b
Slc31a2
Atp6v1g1
6330416G13Rik
Tlr4
Sh3gl2
Acer2
Pgm2
Ak4
Oma1
Ppap2b
Usp24
Cyb5rl
Slc1a7
Nrd1
Faf1
Gm12824
Atpaf1
Hectd3
Tmem53
Gm12840
4732418A04Rik
Nt5c1a
Heyl
Stk40
5730409E04Rik
BC003266
Fndc5
Bsdc1
Fabp3
Laptm5
Ptafr
Map3k6
Fam46b
Nr0b2
Slc30a2
Pafah2
Paqr7
Rhd
Myom3
Hmgcl
Asap3
Tcea3
Rap1gap
Camk2n1
Capzb
Akr7a5
Aldh4a1
Sdhb
Arhgef19
Fam131c
Hspb7
AI507597
Dhrs3
Fv1
Nppa
Dffa
Clstn1
Gpr157
Errfi1
Klhl21
Acot7
BC046331
Pank4
Pex10
Tmem52
Gm17585
Dvl1
Fam132a
2310042D19Rik
Penk
Car8
Asph
Gm11814
Otud6b
Decr1
Wwp1
2610029I01Rik
Pm20d2
1810030N24Rik
Ndufb6
Bag1
AI464131
2310028H24Rik
Enho
Pigo
Stoml2
B230312A22Rik
Hint2
Tomm5
Gm12444
Mrpl50
2810432L12Rik
Abca1
Gm12505
Klf4
Ptpn3
AI314180
Alad
Whrn
2310002L09Rik
Ttc39b
Plin2
Gm12655
Plaa
Cyp2j9
Acot11
Mrpl37
Cpt2
Podn
Scp2
Zyg11b
Osbpl9
Rnf11
Cyp4b1
Uqcrh
Mast2
Tmem69
Mmachc
Hpdl
Ipo13
St3gal3
Foxo6
Smap2
Zmpste24
Ndufs5
Zc3h12a
Mtap7d1
Eif2c4
Zscan20
Epb4.1
Wdtc1
Trnp1
Ccdc21
Cnksr1
Grrp1
Extl1
Fam54b
Nipal3
C1qb
C1qc
C1qa
Alpl
Pink1
Ubxn10
Pla2g5
Otud3
Nbl1
Minos1
Klhdc7a
Arhgef10l
Fblim1
Tmem82
Slc25a34
Plekhm2
Dnajc16
Tnfrsf1b
Mfn2
Plod1
Gm13054
Gm13202
Fbxo6
Rpsa-ps12
Kif1b
Rbp7
Nmnat1
Tmem201
Slc25a33
Spsb1
Park7
Espn
2810405K02Rik
Vwa1
Isg15
Steap4
Abcb1a
Abcb1b
Abcb4
Cacna2d1
Magi2
Tmem60
Fgl2
Fam185a
Pmpcb
Klhl7
Actr3b
Gm10290
Hadhb
Kcnk3
4930471M23Rik
Mapre3
Khk
Tcf23
Trim54
Bre,Mrpl33
Fosl2
Ppp1cb
Fgfr3
Sh3bp2
A930005I04Rik
Dok7
Ablim2
Grpel1
Cytl1
Gm7816
C1qtnf7
Lap3
9230114K14Rik
Sod3
1810013D10Rik
Gm8121
Lias
Limch1
Tmem33
Slc30a9
Slain2
Eif5al3-ps
Ppbp
Pf4
Cxcl1
Parm1
Art3
Mrpl1
Nudt9
Pigg
Idua
Golga3
Mn1
Crybb1
Tpst2
Ficd
Iscu
Ung
Acacb
Ube3b
Oasl2
Oasl1
Coq5
Tesc
2410131K14Rik
Slc24a6
Pptc7
P2rx7
Mlxip
Setd8
Atp6v0a2
Gm17131
Gpr133
Mrps17
Gbas
Gm15920
Abhd11
Dnajc30
Mlxipl
Bcl7b
Mdh2
Rasa4
Ufsp1
Gm16089
Fam20c
D830046C22Rik,Gpr146
Mafk
2810453I06Rik
Lmtk2
Pomp
Alox5ap
6330406I15Rik
Gm15459
Cd36
4921504A21Rik
Phtf2
Fastk
Asb10
Abcf2
Gm10221
Gm9899
Slc5a6
Gm15469
Eif2b4
Fam53a
Letm1
Htra3
D5Ertd579e,Tbc1d14
Wfs1
Rab28
Qdpr
Arap2
1110003E01Rik
Atp8a1
Yipf7
Corin
Sgcb
Lnx1
Igfbp7
Gm2199
Tecrl
Grsf1
Naaa
Cxcl9
Scarb2
Coq2
Mapk10
Slc10a6
Gbp8
Gbp4
Gbp10
Gbp6
Atp5k
Mfsd7a
Pxmp2
Fbrsl1
Ulk1
Cryba4
Myo18b
Cmklr1
Selplg
Trpv4
Rnf10
Hspb8
Srrm4
Gstm2-ps1
Suds3
Pebp1
Tpcn1
Oas2
Ptpn11
Adam1a,Mapkapk5
Aldh2
Acad12
Rad9b
Atp2a2
Ift81
Diablo
Clip1
Abcb9
Cdk2ap1
Rilpl1
Ubc
Ncf1
Ccl24
Serpine1
Got2-ps1
Ftsj2
Gna12
Atp5j2
Rnf6
Flt1
Slc46a3
Ubl3
Hsph1
Gm5566
Stard13
RP23-360N5.1
Acn9
Tmem106b
Gm16854
Kcnd2
A430107O13Rik
Asb15
Lmod2
2210408F21Rik
Akr1b10
Bpgm
1810058I24Rik
Chrm2
1110001J03Rik
Adck2,Ndufb2
Gstk1
Zfp775
Gimap8
Wipf3
Aqp1
Adcyap1r1
Mmrn1
A930038C07Rik
Gm8566
Immt
St3gal5
Tmem150a
Retsat
Suclg1
Ccdc142,Mrpl53
1700003E16Rik
Bola3
Dysf
Mgll
Klf15
Slc41a3
Arl6ip5
Gpr27
Bhlhe40
Lmcd1
Creld1
8430408G22Rik
Cxcl12
Cecr2
Bcl2l13
Tuba8
Clec4a1
Clec4a3
Clec4n
Cd163
C1ra,C1rb
Mrpl51
Vwf
Rpl18-ps2
Gm5884
Clec2d
Gabarapl1
2700089E24Rik
Crebl2
Mgst1
Gm20400
Gm15543
Lyrm5
Sspn
4833442J19Rik
2810474O19Rik
Samd9l
Slc25a13
Ndufa4
Thsd7a
Ppp1r3a
Tspan12
Ndufa5
Podxl
Chchd3
Akr1b3
Hipk2
Clec5a
Rarres2
Gimap6
Cycs
Hibadh
Nod1
Ggct
Crhr2
Inmt
Nt5c3
Ppm1k
Pigy
Fam13a
Snca
Gadd45a
Rpia
Smyd1
Mrpl35
Ptcd3
