Cspp1
Rian,SNORD113
Rcor1
Kif26a
BC022687
4930427A07Rik
Ncapg2
Cdca7l
Gen1
Mycn
Trib2
3110053B16Rik
Ywhaq
Gm9282
Id2
Rnf144a
Sox11
Rps7
Prkar2b
Scin
Prkd1
Snx6
Clec14a
Mis18bp1
Pole2
Cdkl1
Map4k5
Nin
Pygl
4930474H06Rik
2810055F11Rik
Dhrs7
4930447C04Rik
Rdh11
Zfp36l1
Actn1
Erh
Zfyve1
C130039O16Rik
0610007P14Rik
Sptlc2
Dio2
Smek1
Dicer1
Bcl11b
Ckb
Akt1
Cdca4
Itgb8
2810429I04Rik
Nid1
Gli3
Inhba
Zfp184
Fam65b
A330102I10Rik
Foxc1
Cdyl
Ppp1r3g
Edn1
Rbm24
Id4
Fbxw17
Spin1
Cks2
Cplx2
Arl10
Prelid1
B230219D22Rik
Zfp808
Zfp369
Irx4
Lpcat1
Fam172a
Cetn3
Dhfr
Serinc5
Mtx3
Lhfpl2
Ap3b1
Zbed3
Serf1
Adamts6
Depdc1b
Plk2
BC067074
4833420G17Rik
Net1
Gpr137b-ps
Gm5446
Zfp192
Sox4
Tubb2a
Tubb2b
Txndc5
Slc35b3
Dek
Diras2
Ror2
Dbn1
Klhl3
Hnrnpa0
Golm1
Gas1
Ptch1
Slc35d2
Zfp367
Hiatl1
Gm20554
Nkd2
Trip13
Cep72
Ahrr
Thbs4
Papd4
Gm9776
F2r
Hmgcr
Nsa2
Gm10260
Mtap1b
Cenph
Mast4
Srek1
Nln
Rgs7bp
Snx18
Itga2
Top2b
Nid2
2310021P13Rik
Dcp1a
Tkt
Rft1
Nt5dc2
Ercc6
E130203B14Rik
Rpl23a-ps3
Gm1821
Mapk1ip1l
Abhd4
Mmp14
Lrrc16b
Pck2
Nfatc4
Nynrin
Spata13
Rnaseh2b
Xkr6
Fbxo16
Zfp395
Pbk
Trim35
Loxl2
Tnfrsf10b
Reep4
Sugt1
Pcdh17
6720463M24Rik
Klf5
Ndfip2
Gm10076
Slitrk5
Tpm3-rs7
Gpc6
Farp1
4930452B06Rik
Gm9800
Rpl15
Gng2
Dnajc9
Myoz1
Synpo2l
Zfp503
Dlg5
Cacna1d
Tspan14
Ddhd1
Gmfb
Wdhd1
Dlgap5
AC027184.1
Supt16h
Chd8
Sall2
Haus4
Jub
Slc22a17
Efs
Myh7
Ripk3
Gm17588
Cma1
Pspc1
F630043A04Rik
Zdhhc20
Tnfrsf19
Gata4
Extl3
Fzd3
Esco2
Scara3
Ptk2b
Dpysl2
RP23-358B23.3
Cdca2
2610301G19Rik
9930012K11Rik
Diap3
Mzt1
Dis3
Kctd12
Ednrb
Rnf219
Spry2
Slitrk6
Dzip1
Stk24
Nup155
Adamts12
Mtmr12
Sema5a
Pop1
Cthrc1
Eny2
Med30
Nov
Col14a1
Mtbp
Wdr67
D15Ertd621e
Sqle
Myc
Pvt1
Wisp1
Gm7125
Zfp41
Zfp7
Pdxp,Sh3bp1
H1f0
Srebf2
Sept3
Gm5806
Bik
Atxn10
Gtse1
Zbed4
Arid2
Cacnb3
Troap
Spats2
Dip2b
Acvr1b
Krt7
Krt18
Espl1
Sp1
Gm15430
Hnrnpa1
Skp2
Rai14
Npr3
Sub1
Pdzd2
Basp1
Trio
Tspyl5
Nipal2
Stk3
Pabpc1
Ywhaz
Klf10
Azin1
Lrp12
Rad21
Dscc1
Sntb1
Atad2
Mtss1
Tmem71
Eif2c2
Eif2c2
Nrbp2
Recql4
Arhgap39
Zfp647
C1qtnf6
Csnk1e
Kcnj4
Ddx17
Cbx6,Npcd,Nptxr
Rpl3
Slc25a17
Poldip3
Arfgap3
Scube1
Celsr1
Slc2a13
Prickle1
Slc38a1
Slc38a2
Slc38a4
Vdr
Arf3
Lmbr1l
Tuba1b
Tuba1a
Mcrs1
Nckap5l
Racgap1
Csrnp2
Krt80
Csad
Atf7
Cbx5
Itga5
Ppp1r1a
Glis2
A630055G03Rik
Snn
Snai2
Ypel1
Hic2
Scarf2
Arvcf
Cldn5
B3gnt5
Yeats2
Lpp
Ccdc50
Tnk2
Snx4
Ccdc14
Stfa2l1
Gm5483
Rabl3
Fstl1
C330027C09Rik
Dcbld2
Gm9027
Cggbp1
Robo1
N6amt1
Hunk
Ifnar1
Clic6
Chaf1b
Ttc3
Gm17496
Bace2
Crebbp
Tfap4
Nmral1
Parn
Mcm4
2610318N02Rik
Gm17625
Dgcr14
Ranbp1
Dgcr8
Klhl6
Abcc5
2510009E07Rik
Tmem41a
Igf2bp2
Tra2b
Leprel1
Fgf12
Tmem44
Osta
Umps
BC100530
Stfa2
Gtf2e1
Arhgap31
Gap43
Gramd1c
Phldb2
Pvrl3
Dzip3
5330426P16Rik
Gm6767
Alcam
Cep97
Epha3
Robo2
Scaf4
2610039C10Rik
Gcfc1
Kcne1
Hlcs
Hmgn1
Lca5l
Ripk4
Tbp
Ncrna00085
Zfp760
Srrm2
Dcpp1,Dcpp2
Rnps1
Tpsb2
Luc7l
Neurl1b
Kifc5b
Syngap1
Zfp523
Rpl10a
Brpf3
Srsf3
Pim1
Abcg1
Pram1,Zfp414
Gpsm3,Pbx2
Clic1
Ddah2
Ddx39b
Cchcr1
Mdc1
Nrm
Zfp57
Cyp39a1
Zfp318
Trerf1
Ccnd3
Plcl2
Gm7334
Shd
Uhrf1
Ddx11
Epb4.1l3
Lbh
Gm10093
Tmem178
Eml4
Plekhh2
Ston1
Ezr
Fndc1
Igf2r
Acat2
Thbs2
Zfp820
Gm7809
Zfp40
Zfp13
Kctd5
Ccnf
Hn1l
Cramp1l
Ube2i
Cacna1h
Chtf18
Msln
Stub1
Nme4
Cpne5
U2af1
Akap8
Wiz
Angptl4
Kifc1
1110038B12Rik,AC087117.1,AC087117.2,Snord52
D17H6S56E-5
Tcf19
Ddr1
Tubb5
AY036118
Slc25a27
Mdfi
Foxp4
Nfya
Daam2
Sgol1
Ptprs
Khsrp
Arhgap28
Tgif1
Ndc80
Dpy30
Strn
Gm6548
Prkd3
Hnrpll
Srsf7
Fzd8
Greb1l
Snrpd1
Mib1
Gata6
Rbbp8
Lama3
Rnf138
Mapre2
Gm7729
Iws1
2410004N09Rik
Kif20a
Reep2
Egr1
Pcdhb18
3222401L13Rik
Pcdhga9
Commd10
Gm5506
Sncaip
Lmnb1
Megf10
Adamts19
Camk2a
Pde6a
Apcdd1
Nedd4l
Malt1
Zfp532
Impa2
Cep192
Mex3c
Pias2
Pard6g
Zfp516
Gm10557
Ss18
Aqp4
B4galt6
Sft2d3
Stard4
D0H4S114
Epb4.1l4a
Fam13b
Brd8
Cdc23
Gm6724
Spata24
Prelid2
Dpysl3
Ccdc112
Sema6a
Lox
Ppic
Zfp608
Fbn2
Gm16908
Pcyox1l
Fbxo38
Fam38b
Poli
Me2
Ska1
Katnal2
Cpt1a
Pitpnm1
Gm17552
Fibp
Efemp2
Cfl1
Ppp1r14b
Rcor2
2700081O15Rik
Atl3
Nxf1
Mta2
Gm6252
Pcna-ps2
Fads1
Cpsf7
Ddb1
Fam111a
Tmem2
Gm9493
Mlana
Minpp1
Ifit2
Kif20b
Kif11
Hhex
Cep55
Hells
4933411K16Rik,Hoga1
Scd3
Scd2
Scd4
Fam178a
Sfxn2
Add3
Tcf7l2
Casp7
Fam160b1
Carns1
Rbm14
Dpp3
Frmd8
Pola2
Cox8a
Naa40
Incenp
Fads2
Tmem132a
Psat1
Cep78
Pcsk5
Tjp2
D19Bwg1357e
Rfx3
Gm6788
Slc16a12
Ide
Aldh18a1
Arhgap19
Morn4
Ldb1
Sh3pxd2a
Afap1l2
Fam171a1
Nmt2
Fam107b
Frmd4a
Sephs1
Ccdc3
Usp6nl
Itih5
Ankrd16
Vim
Psd4
Nelf
Nrarp
2010317E24Rik
Col5a1
Ppp1r26
Ralgds
Cercam
Spna2
Prrx2
Ncs1
Fubp3
Abl1
Aif1l
Tor2a
Cep110
Gm13429
Gm13456
Arl6ip6
Tanc1
Gca
B3galt1
Gm13597
Lass6
Dync1i2
Cdca7
Hnrnpa3
Rbm45
Ube2e3
Ypel4
Aplnr
Celf1
Rapsn
Arhgap1
Phf21a
Trp53i11
Gm10801
Kcna4
Lgr4
Ccdc34
Thbs1
Eif2ak4
Bub1b
D2Ertd750e
Casc5
Rad51
Zfyve19
Nusap1
Itpka
Tyro3
Mapkbp1,Pla2g4b
Stard9
Wdr76
Casc4
Ctdspl2
Sema6d
Eid1
Dusp2
Bcl2l11
Pank2
Btbd3
Dstn
Polr3f
Xrn2
Gins1
Fkbp1a
Rem1
Tpx2
Asxl1
Cbfa2t2
Myh7b
Myl9
Tgif2
Src
Ctnnbl1
Fam83d
Srsf6
Mybl2
Tox2
Ywhab
Ube2c
Pard6b
Stx16
Arfgap1
Mcm10
Camk1d
Itga8
Rsu1
Cubn
2810030E01Rik
Mastl
Ehmt1
Mamdc4,Phpt1
Sardh
Brd3
Wdr34
Stxbp1
Garnl3
Zbtb34
Pbx3
Phf19
Ggta1
Pdcl
Rnd3
Rbm43
Stam2
Gm13502
Ly75
Dpp4
Stk39
Spc25
Cerkl,Neurod1
Gm13680
Ctnnd1
2700094K13Rik
Zfp408
Mdk
Dgkz
Creb3l1
Prdm11
Tspan18
Gm13889
E530001K10Rik,Mir670
Gm10800
Prr5l
Trim44
Fjx1
Prrg4
Rcn1
Arhgap11a
Atpbd4
Bmf
Gm1337
Cdan1,Ttbk2
Trp53bp1
Duox2
Shf
Myef2
Fbn1
Cep152
Ncaph
Bub1
Ckap2l
Pcna
Flrt3
Cd93
Sox12
Zcchc3
Defb25
Plagl2
8430427H17Rik
Necab3
E2f1
Ncoa6
Edem2
Rbm39
5430405H02Rik
Dsn1
9830001H06Rik
Rbl1
Gm14286
Matn4
Ncoa5
Elmo2
Zfp334
Sulf2
Prex1
E130018N17Rik,Gm14235
Zfp217
Aurka
Bmp7
Ppp4r1l-ps
Ppp1r3d
Rps24-ps2
Fabp5
Gm9833
Trim55
Eif5a2
Prkci
Cldn11
Gm12563
Fat4
Slc25a31
Plk4
2810046L04Rik
Postn
Fam48a
Rap2b
Mfsd1
1110032F04Rik
Smc4
4930579G24Rik
Fam198b
Mtap9
Sfrp2
Sh3d19
Iqgap3
Mex3a
Arhgef2
2810403A07Rik
Clk2
Fam189b
Pygo2
Pmvk
Kcnn3
Ube2q1
Tpm3
Rab13
Gm17510
S100a11
Pogz
Rfx5
Anp32e
Sv2a
Txnip
Ankrd34a
Gja5
Notch2
Hmgcs2
Igsf3
Tspan2
Trim33
Sort1
Mybphl
Psrc1
Slc25a24
Col11a1
Frrs1
Cnn3
Abca4
Pde5a
Tram1l1
Arsj
4930422G04Rik
Pitx2
Elovl6
Cfi
Casp6
Papss1
Cenpe
Slc39a8
Ddit4l
H2afz
Gtf2b
Syde2
Lpar3
Lrrc40
Wls
Tpd52
Zfp704
Pag1
Impa1
Gyg
Cpa3
Ect2
Zmat3
Gnb4
Anxa5
Ccna2
Bbs7
Rpl21-ps10
Pgrmc2
Pabpc4l
Pcdh18
Maml3
Frem2
Gm10254
Nbea
Serp1
Igsf10
Ift80
Trim59
Gucy1b3
Gucy1a3
Rbm46
Dclk2
Cd1d1
Kirrel
Pmf1
Fdps
Cks1b
Atp8b2
Pip5k1a
Bcl9
Phgdh
Ttf2
Cd101
Ptgfrn
Sycp1
Lrig2
Mov10
Capza1
Slc6a17
Ampd2
Gnai3
Atxn7l2
Gpsm2
Prpf38b
Prmt6
Vcam1
Cdc14a
D3Bwg0562e
Snx7
Ptbp2
Fnbp1l
Larp7
5730508B09Rik
Enpep
Sec24b
Npnt
Tet2
Rap1gds1
Hs2st1
Clca1
Gm10288
Fam73a
Srsf11
Rad54b
Runx1t1
6230409E13Rik
Mms22l
Epha7
Bach2
Gm13308
Unc13b
Glipr2
Melk
Aldh1b1
Anp32b
Nans
Tmeff1
Smc2
Nipsnap3b
Zfp462
BC026590
Ugcg
Zfp618
4930473A06Rik
Cntln
Adamtsl1
Ift74
Usp1
Atg4c
Ror1
Cachd1
Lepr
Dhcr24
Ssbp3
Zcchc11
Orc1
Txndc12
Stil
Mutyh
Col9a2
Grik3
Col8a2
Clspn
Sfpq
Trim62
Marcksl1
Gm12966
Bai2
Eya3
Rpa2
Gm10151
Wasf2
BX537327.1
Aim1l
Stmn1
Gale
E2f2
Hnrnpr
2610528B01Rik
Gm17388
Iffo2
Rcc2
Mfap2
Gm13127
Gm13237
Gm13152
Casz1
Eno1
Rere
Gpr153
Nphp4
Megf6
2610002J02Rik
Gnb1
Plag1
Tox
Fam92a
Zfp292
Fancg
E130306D19Rik
Tpm2
Rnf38
Zbtb5
Fbxo10
Shb
Igfbpl1
Alg2
Tex10
Svep1
Ptgr1
Zfp37
Rpl17-ps4
Tnc
Gm11223
Cdk5rap2
Ptprd
Frem1
Psip1
Haus6
Slc24a2
Jun
Kank4
Dock7
Lrrc42
Fam159a
Gpx7
Prpf38a
Cdkn2c
Rad54l
Nasp
Akr1a1
Toe1
Rps8
Kif2c
B4galt2,Ccdc24
Kdm4a
Ptprf
Szt2
Cdc20
Gm12856
Rimkla
Ctps
Zfp69
Cdca8
Eif2c1
Zmym4
Gjb4
Zfp362
Adc
S100pbp
Rbbp4
Zbtb8b
Hdac1
Khdrbs1
Rps15a-ps4
Gmeb1
Sesn2
Atpif1
Arid1a
Hmgn2
Sepn1
Srrm1
Rpl11
Kdm1a
Cdc42
Efhd2
Tmem51
Gm13251
Gm13157
Miip
Fbxo44
Cort
Apitd1
Ube4b
Phf13
Rnf207
Prdm16
Mmp23
Agrn
Plekhn1
Cdk6
Sema3d
Sema3a
Lrrc17
Armc10
Chpf2
2900005J15Rik
Insig1
Cenpa
Emilin1
Ywhah
Tacc3
Whsc1
Gm1673
Nat8l
Rnf4
Fam193a
Rgs12
Plk-ps1
Afap1
Ncapg
Slit2
Pacrgl
Pi4k2b
Pgm1
Tbc1d1
Fam114a1
Wdr19
N4bp2
Uchl1
Spata18
Rasl11b
Kit
Srd5a3
Tmem165
C530008M17Rik,Gm10430
Rest
Hmgn2-ps1
Mob1b
Dck
Mthfd2l
Stbd1
Sept11
Ccng2
Fras1
Bmp2k
Gm17092
4930524J08Rik
Ptpn13
Lrrc8b
D830014E11Rik,Lrrc8d
Zfp326
Cdc7
Rpl5
Pcgf3
Chfr
Pole
BC057022
Sppl3
Srsf9
Msi1
U4
Pxn
Cit
Rpl6
Setd1b
Bcl7a
Kntc1
Sfswap
Rfc2
Wbscr27
Zkscan1
Zscan21
Zfp157
Sdk1
Foxk1
Fscn1
Kdelr2
Cyth3
Pms2,Rsph10b2
Trrap
Mir5105
Rasl11a
Pan3
Brca2
Pds5b
Cyp51
Fzd1
Cdk14
Steap2
Dbf4
Gnai1
Rsbn1l
Fam126a
Wdr86
Prkag2
Tyms
Spon2
Slbp
Mfsd10
Sorcs2
Ldb2
Lcorl
Gpr125
Bend4
Nfxl1
Fryl
Usp46
Cenpc1
Adamts3
Ccni
Hnrnpd
Hnrpdl
Evi5
Gm15484
Adrbk2
2900026A02Rik
Sart3
Coro1c
Alkbh2
1500011B03Rik,2610524H06Rik,Gm20499
Dynll1
Cox6a1
Kdm2b
Zcchc8
Vps37b
Gm16001
Scarb1
Asl
Gtf2ird1
Limk1
Eln
Vps37d
Pom121
Emid2
6430598A04Rik
Mcm7
Gal3st4,Gpc2
Pdgfa
Ttyh3
Iqce
Radil
Tnrc18
Fbxl18
Rbak
Zdhhc4
Hmgb1
Rfc3
Col1a2
Casd1
Peg10
Ppp1r9a
Asb4
Cav1
Ccdc136
Smo
Cpa2
Cpa1
Mest
Cald1
Agbl3
Nup205
Casp2
Zyx
Zfp282
Krba1
D330028D13Rik
Npy
Nfe2l3
Cbx3
9430076C15Rik
Creb5
Gars
Avl9
Abcg2
Smarcad1
Mad2l1
Serbp1
Rpl34-ps1
Nagk
Alms1
Tgfa
Snrpg
Tia1
Bmp10
Zxdc
Setd5
Fancd2
Gm8203
D6Wsu116e
Hnrnpf
Slc6a13
A2m
Gm10420
Cdca3
Chd4
4933413G19Rik,Foxm1
Cdkn1b
Apold1
Emp1
Dera
Plekha5
Rassf8
Sgce
Gm9825
Rpa3
Wnt2
Gm15596
Cttnbp2
Rbm28
Ube2h
Tmem209
Tsga14
Copg2
Klf14
Slc35b4
Wdr91
Ptn
Creb3l2
Zc3hav1l
Slc37a3
Dennd2a
Fam115a
Tpk1
Ezh2
Zfp467
Igf2bp3
Jazf1
Tril
Lsm5
Tmsb10
Dnahc6
Tet3
Actg2
Gmcl1
Antxr1
Sec61a1
Podxl2
Mcm2
Nup210
Adamts9
Magi1
Rybp
Pdzrn3
Rad18
Srgap3
Vgll4
Mbd4
Zfp422
Mical3
Eno2
Gpr162
Ptms
Ncapd2
Rad51ap1
Ccnd2
5930416I19Rik
Itfg2
Mansc1
Gpr19
Dynlt1-ps1
Caprin2
Fam60a
Cacng6
Cnot3
Brsk1
Suv420h2
Rpl28
Zfp580
U2af2
Zfp28
Zscan22
Zfp324
Trim28
Lig1
Slc8a2
Ap2s1
Dact3
Ccdc8
Eml2
Gm9844
Cic
Prx
Fbl
Rps16
Lrfn1
Hnrnpl
Hmg1l1
Vsig10l
2410002F23Rik
Tead2
Nav2
Ndn
Chsy1
Igf1r
5730590G19Rik
Prc1
Tm6sf1
Sh3gl3
Mex3b
Tmc3
Stard5
Gm7964
Sytl2
Dlg2
Prcp
Odz4
Kcne3
P4ha3
Ucp2
Rrm1
Olfr608
Gm10156
Rpl27a
Ctr9
Mical2
Parva
Insc
6330503K22Rik
2610020H08Rik
Polr3e
Ubfd1
Plk1
Rabep2
Zfp553
Itgal
Fbxl19
Tgfb1i1
Wdr11
Athl1
Rassf7
Tnni2
Dhcr7
Gm7363
Cdc42ep5
Tnnt1
Cox6b2
Gm1078
Zfp579
Zim1
Peg3
Zscan18
Ehd2
Sae1
Hif3a
Gipr
Vasp
Clasrp
Grik5
Pafah1b3
Hnrnpul1
Plekhg2
Samd4b
Pak4
Actn4
Spred3
Wdr62
Arhgap33
Wtip
C230052I12Rik
Dpy19l3
Zfp507
C80913
Ccne1
Gm5593
Pold1
Prmt1
Rcn3
Snrnp70
E2f8
Peg12
Gm17504
Mef2a
4833412C05Rik
Nr2f2
Kif7
Blm
Hdgfrp3
Mesdc1
Fam108c
4632427E13Rik
4632434I11Rik
Rnf169
Pold3
Gm7027
Trim68
Olfr607
Olfr609
Olfr610
Arfip2
Dchs1
St5
Dkk3
Copb1
Gm15500
Plekha7
Pik3c2a
Arl6ip1
Itpripl2
2310008H09Rik
Thumpd1
Eri2
9030407P20Rik
Ears2
Arhgap17
Zkscan2
Gtf3c1
Xpo6
Nfatc2ip
Ppp4c
Maz
Kif22
Sept1
Zfp688
Mcmbp
Adam12
Mki67
Ebf3
Deaf1
Lrdd
H19,Mir675
Igf2
Cdkn1c
Osbpl5
Cttn
Ccnd1
Stxbp2
Lass4
Tfdp1
Zfp828
Gm6483
Gm10060
Thsd1
Plat
Sfrp1
Whsc1l1
Gpr124
Eif4ebp1
Rnf122
Fut10
Dusp4
Tusc3
Zdhhc2
Slc7a2
Gm6180
Fat1
Pdlim3
Casp3
Dctd
5033428I22Rik
Hmgb2
Nr2c2ap
Homer3
Isyna1
Mtap1s
Ankle1
Mcm5
Zfp827
Gipc1
Asf1b
Orc6
Nkd1
Irx5
Mt3
Nup93
AA960436
Mmp15
Gins3
Cdh5
Cmtm3
Cbfb
Slc9a5
Cdh3
Nfat5
Zfp821
Cenpn
Ctxn1
Elavl1
Shcbp1
Efnb2
Col4a1
6820431F20Rik
Nek3
Ckap2
Gm10043
Nrg1
Gm10131
Eri1
Ccdc111
Stox2
Odz3
Neil3
Sap30
Sc4mol
Zfp868
Gatad2a
Crtc1
Plvap
Gm10282
Rbmxl1
Smad1
Gab1
Dcaf15
Zswim4
Neto2
Siah1a
Sall1
Tox3
4933436C20Rik
Nudt21
Dok4
Ccdc102a
Zfp319
Gtl3
Csnk2a2
Cdh11
Cdh16
Acd
E130303B06Rik
Cenpt
Terf2
Bcar1
Cfdp1
Mbtps1
Cotl1
2310022B05Rik
Ilf3
Ldlr
Cnn1
Ncapd3
Adamts8
Nfrkb
Arhgap32
Ets1
Cdon
BC024479
Mcam
H2afx
Ift46
Ppp2r1b
Kdelc2
Npat
Ireb2
Hmg20a
Cspg4
Ptpn9
Gm6166
Rpp25
Edc3
Rpl4
Tipin
Spg21
2810417H13Rik
Csnk1g1
Ppib
Anxa2
Adam10
Aldh1a2
Rfx7
Nedd4
Wdr72
Ick
Cd109
Tpbg
Prss35
Gm10123
Rbp1
Dzip1l
Stag1
Amotl2
Topbp1
Wdr82
Cacna2d2
Traip
Ip6k2
Cdc25a
Smarcc1
Ngp
Ltf
Ctdspl
1700048O20Rik
Zfp105
Kif15
Dync2h1
AK129341
Cep57
4931406C07Rik
Zfp266
Dnmt1
Spc24
Zfp810
Anln
Dpy19l1
Tbx20
Ntm
Hyls1
Chek1
Stt3a
AW551984
Ubash3b
Tmem136
Abcg4
Cep164
Pafah1b2
Ncam1
Dixdc1
Lingo1
